train_number,train_name,source_station,source_code,destination_station,destination_code,departure_time,arrival_time,distance_km,duration_hours,duration_min,stops,class_type,fare
6007,Chennai Central-Kollam SF Special,CHENNAI CENTRAL,MAS,KOLLAM JN,QLN,15.15.00,6.45.00,858,15,900,11,2A,2312.25
6008,KollamChennai Central SF Special,KOLLAM JN,QLN,CHENNAI CENTRAL,MAS,11.30.00,3.40.00,858,16,960,11,SL,534.8
6008,KollamChennai Central SF Special,KOLLAM JN,QLN,CHENNAI CENTRAL,MAS,11.30.00,3.40.00,858,16,960,11,3A,1391.35
6008,KollamChennai Central SF Special,KOLLAM JN,QLN,CHENNAI CENTRAL,MAS,11.30.00,3.40.00,858,16,960,11,2A,2312.25
6009,Chennai CentralKollam SF Special,CHENNAI CENTRAL,MAS,KOLLAM JN,QLN,23.30.00,15.30.00,858,16,960,11,SL,534.8
6009,Chennai CentralKollam SF Special,CHENNAI CENTRAL,MAS,KOLLAM JN,QLN,23.30.00,15.30.00,858,16,960,11,3A,1391.35
6009,Chennai CentralKollam SF Special,CHENNAI CENTRAL,MAS,KOLLAM JN,QLN,23.30.00,15.30.00,858,16,960,11,2A,2312.25
6011,Chennai Central Kollam (Weekly) SF Special,CHENNAI CENTRAL,MAS,KOLLAM JN,QLN,15.15.00,5.45.00,858,14,840,11,SL,534.8
6011,Chennai Central Kollam (Weekly) SF Special,CHENNAI CENTRAL,MAS,KOLLAM JN,QLN,15.15.00,5.45.00,858,14,840,11,3A,1391.35
6011,Chennai Central Kollam (Weekly) SF Special,CHENNAI CENTRAL,MAS,KOLLAM JN,QLN,15.15.00,5.45.00,858,14,840,11,2A,2312.25
6201,Mysore-Sainagar Shirdi Special,MYSORE JN,MYS,SAINAGAR SHIRDI,SNSI,5.30.00,11.30.00,1304,30,1800,16,SL,802.4
6201,Mysore-Sainagar Shirdi Special,MYSORE JN,MYS,SAINAGAR SHIRDI,SNSI,5.30.00,11.30.00,1304,30,1800,16,3A,2093.8
6201,Mysore-Sainagar Shirdi Special,MYSORE JN,MYS,SAINAGAR SHIRDI,SNSI,5.30.00,11.30.00,1304,30,1800,16,2A,3483
6202,Sainagar Shirdi - Mysore Special,SAINAGAR SHIRDI,SNSI,MYSORE JN,MYS,23.55.00,7.10.00,1304,31,1860,16,SL,802.4
6202,Sainagar Shirdi - Mysore Special,SAINAGAR SHIRDI,SNSI,MYSORE JN,MYS,23.55.00,7.10.00,1304,31,1860,16,3A,2093.8
6202,Sainagar Shirdi - Mysore Special,SAINAGAR SHIRDI,SNSI,MYSORE JN,MYS,23.55.00,7.10.00,1304,31,1860,16,2A,3483
6228,Shimoga Mysore Express,Shimoga Town,SMET,MYSORE JN,MYS,22.10.00,7.00.00,276,8,480,3,SL,185.6
6228,Shimoga Mysore Express,Shimoga Town,SMET,MYSORE JN,MYS,22.10.00,7.00.00,276,8,480,3,3A,474.7
6228,Shimoga Mysore Express,Shimoga Town,SMET,MYSORE JN,MYS,22.10.00,7.00.00,276,8,480,3,2A,784.5
6301,Nagercoil-Mangalore Special,NAGERCOIL JN,NCJ,MANGALORE JN,MAJN,16.50.00,10.30.00,711,17,1020,9,SL,446.6
6301,Nagercoil-Mangalore Special,NAGERCOIL JN,NCJ,MANGALORE JN,MAJN,16.50.00,10.30.00,711,17,1020,9,3A,1159.83
6301,Nagercoil-Mangalore Special,NAGERCOIL JN,NCJ,MANGALORE JN,MAJN,16.50.00,10.30.00,711,17,1020,9,2A,1926.38
6302,Mangalore-Nagercoil Special,MANGALORE JN,MAJN,NAGERCOIL JN,NCJ,16.15.00,7.50.00,711,15,900,9,SL,446.6
6302,Mangalore-Nagercoil Special,MANGALORE JN,MAJN,NAGERCOIL JN,NCJ,16.15.00,7.50.00,711,15,900,9,3A,1159.83
6302,Mangalore-Nagercoil Special,MANGALORE JN,MAJN,NAGERCOIL JN,NCJ,16.15.00,7.50.00,711,15,900,9,2A,1926.38
6501,Yesvantpur - Ahmedabad Garib Rath Special,YESVANTPUR JN,YPR,AHMEDABAD JN,ADI,5.20.00,16.10.00,1719,34,2040,21,SL,1051.4
6501,Yesvantpur - Ahmedabad Garib Rath Special,YESVANTPUR JN,YPR,AHMEDABAD JN,ADI,5.20.00,16.10.00,1719,34,2040,21,3A,2747.43
6501,Yesvantpur - Ahmedabad Garib Rath Special,YESVANTPUR JN,YPR,AHMEDABAD JN,ADI,5.20.00,16.10.00,1719,34,2040,21,2A,4572.38
6502,Ahmedabad -Yesvantpur Garib Rath Special,AHMEDABAD JN,ADI,YESVANTPUR JN,YPR,20.15.00,11.25.00,1719,39,2340,21,SL,1051.4
6502,Ahmedabad -Yesvantpur Garib Rath Special,AHMEDABAD JN,ADI,YESVANTPUR JN,YPR,20.15.00,11.25.00,1719,39,2340,21,3A,2747.43
6502,Ahmedabad -Yesvantpur Garib Rath Special,AHMEDABAD JN,ADI,YESVANTPUR JN,YPR,20.15.00,11.25.00,1719,39,2340,21,2A,4572.38
6535,Bijapur Express,YESVANTPUR JN,YPR,BIJAPUR,BJP,19.45.00,11.00.00,712,15,900,9,SL,447.2
6535,Bijapur Express,YESVANTPUR JN,YPR,BIJAPUR,BJP,19.45.00,11.00.00,712,15,900,9,3A,1161.4
6535,Bijapur Express,YESVANTPUR JN,YPR,BIJAPUR,BJP,19.45.00,11.00.00,712,15,900,9,2A,1929
6536,Bijapur-Yesvantpur Special,BIJAPUR,BJP,YESVANTPUR JN,YPR,17.40.00,9.15.00,712,15,900,9,SL,447.2
6536,Bijapur-Yesvantpur Special,BIJAPUR,BJP,YESVANTPUR JN,YPR,17.40.00,9.15.00,712,15,900,9,3A,1161.4
6536,Bijapur-Yesvantpur Special,BIJAPUR,BJP,YESVANTPUR JN,YPR,17.40.00,9.15.00,712,15,900,9,2A,1929
6591,Yesvantpur-Hosur Passenger Special,YESVANTPUR JN,YPR,Hosur,HSRA,6.20.00,7.55.00,67,1,60,1,SL,60.2
6591,Yesvantpur-Hosur Passenger Special,YESVANTPUR JN,YPR,Hosur,HSRA,6.20.00,7.55.00,67,1,60,1,3A,145.53
6591,Yesvantpur-Hosur Passenger Special,YESVANTPUR JN,YPR,Hosur,HSRA,6.20.00,7.55.00,67,1,60,1,2A,235.88
6592,Hosur-Yesvantpur Passenger,Hosur,HSRA,YESVANTPUR JN,YPR,8.10.00,9.50.00,67,1,60,1,SL,60.2
6592,Hosur-Yesvantpur Passenger,Hosur,HSRA,YESVANTPUR JN,YPR,8.10.00,9.50.00,67,1,60,1,3A,145.53
6592,Hosur-Yesvantpur Passenger,Hosur,HSRA,YESVANTPUR JN,YPR,8.10.00,9.50.00,67,1,60,1,2A,235.88
6594,Hosur-Yesvantpur Passenger Special,Hosur,HSRA,YESVANTPUR JN,YPR,17.45.00,19.20.00,67,1,60,1,SL,60.2
6594,Hosur-Yesvantpur Passenger Special,Hosur,HSRA,YESVANTPUR JN,YPR,17.45.00,19.20.00,67,1,60,1,3A,145.53
6594,Hosur-Yesvantpur Passenger Special,Hosur,HSRA,YESVANTPUR JN,YPR,17.45.00,19.20.00,67,1,60,1,2A,235.88
6617,Coimbatore-Nagercoil Special,COIMBATORE JN,CBE,NAGERCOIL JN,NCJ,20.20.00,6.40.00,497,10,600,6,SL,318.2
6617,Coimbatore-Nagercoil Special,COIMBATORE JN,CBE,NAGERCOIL JN,NCJ,20.20.00,6.40.00,497,10,600,6,3A,822.77
6617,Coimbatore-Nagercoil Special,COIMBATORE JN,CBE,NAGERCOIL JN,NCJ,20.20.00,6.40.00,497,10,600,6,2A,1364.62
6618,Nagercoil-Coimbatore Special,NAGERCOIL JN,NCJ,COIMBATORE JN,CBE,20.15.00,8.00.00,497,11,660,6,SL,318.2
6618,Nagercoil-Coimbatore Special,NAGERCOIL JN,NCJ,COIMBATORE JN,CBE,20.15.00,8.00.00,497,11,660,6,3A,822.77
6618,Nagercoil-Coimbatore Special,NAGERCOIL JN,NCJ,COIMBATORE JN,CBE,20.15.00,8.00.00,497,11,660,6,2A,1364.62
6621,Coimbatore-Yesvantpur SF Special,COIMBATORE JN,CBE,YESVANTPUR JN,YPR,6.00.00,13.20.00,440,7,420,6,SL,284
6621,Coimbatore-Yesvantpur SF Special,COIMBATORE JN,CBE,YESVANTPUR JN,YPR,6.00.00,13.20.00,440,7,420,6,3A,733
6621,Coimbatore-Yesvantpur SF Special,COIMBATORE JN,CBE,YESVANTPUR JN,YPR,6.00.00,13.20.00,440,7,420,6,2A,1215
6622,Yesvantpur-Coimbatore SF Special,YESVANTPUR JN,YPR,COIMBATORE JN,CBE,14.15.00,21.40.00,440,7,420,6,SL,284
6622,Yesvantpur-Coimbatore SF Special,YESVANTPUR JN,YPR,COIMBATORE JN,CBE,14.15.00,21.40.00,440,7,420,6,3A,733
6622,Yesvantpur-Coimbatore SF Special,YESVANTPUR JN,YPR,COIMBATORE JN,CBE,14.15.00,21.40.00,440,7,420,6,2A,1215
6837,Karaikkudi Manamadurai Passenger,Karaikkudi Junction,KKDI,MANAMADURAI JN,MNM,18.30.00,19.50.00,61,1,60,1,SL,56.6
6837,Karaikkudi Manamadurai Passenger,Karaikkudi Junction,KKDI,MANAMADURAI JN,MNM,18.30.00,19.50.00,61,1,60,1,3A,136.07
6837,Karaikkudi Manamadurai Passenger,Karaikkudi Junction,KKDI,MANAMADURAI JN,MNM,18.30.00,19.50.00,61,1,60,1,2A,220.12
6838,Manamadurai Karaikkudi Passenger,MANAMADURAI JN,MNM,Karaikkudi Junction,KKDI,7.55.00,9.15.00,61,1,60,1,SL,56.6
6838,Manamadurai Karaikkudi Passenger,MANAMADURAI JN,MNM,Karaikkudi Junction,KKDI,7.55.00,9.15.00,61,1,60,1,3A,136.07
6838,Manamadurai Karaikkudi Passenger,MANAMADURAI JN,MNM,Karaikkudi Junction,KKDI,7.55.00,9.15.00,61,1,60,1,2A,220.12
6839,Tiruchirappalli Karaikkudi Passenger Special,TIRUCHIRAPPALLI,TPJ,Karaikkudi Junction,KKDI,15.55.00,18.15.00,90,2,120,1,SL,74
6839,Tiruchirappalli Karaikkudi Passenger Special,TIRUCHIRAPPALLI,TPJ,Karaikkudi Junction,KKDI,15.55.00,18.15.00,90,2,120,1,3A,181.75
6839,Tiruchirappalli Karaikkudi Passenger Special,TIRUCHIRAPPALLI,TPJ,Karaikkudi Junction,KKDI,15.55.00,18.15.00,90,2,120,1,2A,296.25
6840,Karaikkudi-Tiruchirappalli Passenger Special,Karaikkudi Junction,KKDI,TIRUCHIRAPPALLI,TPJ,9.40.00,12.05.00,90,2,120,1,SL,74
6840,Karaikkudi-Tiruchirappalli Passenger Special,Karaikkudi Junction,KKDI,TIRUCHIRAPPALLI,TPJ,9.40.00,12.05.00,90,2,120,1,3A,181.75
6840,Karaikkudi-Tiruchirappalli Passenger Special,Karaikkudi Junction,KKDI,TIRUCHIRAPPALLI,TPJ,9.40.00,12.05.00,90,2,120,1,2A,296.25
6948,Hubli Jn - Vasco Da Gama Link Express,HUBLI JN,UBL,VASCO DA GAMA,VSG,23.00.00,6.30.00,236,7,420,3,SL,161.6
6948,Hubli Jn - Vasco Da Gama Link Express,HUBLI JN,UBL,VASCO DA GAMA,VSG,23.00.00,6.30.00,236,7,420,3,3A,411.7
6948,Hubli Jn - Vasco Da Gama Link Express,HUBLI JN,UBL,VASCO DA GAMA,VSG,23.00.00,6.30.00,236,7,420,3,2A,679.5
7003,Hyderabad-Korba Special,HYDERABAD DECCAN,HYB,Korba,KRBA,10.45.00,5.45.00,996,19,1140,12,SL,617.6
7003,Hyderabad-Korba Special,HYDERABAD DECCAN,HYB,Korba,KRBA,10.45.00,5.45.00,996,19,1140,12,3A,1608.7
7003,Hyderabad-Korba Special,HYDERABAD DECCAN,HYB,Korba,KRBA,10.45.00,5.45.00,996,19,1140,12,2A,2674.5
7004,Korba-Hyderabad Special,Korba,KRBA,HYDERABAD DECCAN,HYB,8.00.00,4.45.00,999,20,1200,12,SL,619.4
7004,Korba-Hyderabad Special,Korba,KRBA,HYDERABAD DECCAN,HYB,8.00.00,4.45.00,999,20,1200,12,3A,1613.42
7004,Korba-Hyderabad Special,Korba,KRBA,HYDERABAD DECCAN,HYB,8.00.00,4.45.00,999,20,1200,12,2A,2682.38
7105,Ajmer - Hyderabad Special,AJMER JN,AII,HYDERABAD DECCAN,HYB,22.45.00,14.00.00,2033,39,2340,25,SL,1239.8
7105,Ajmer - Hyderabad Special,AJMER JN,AII,HYDERABAD DECCAN,HYB,22.45.00,14.00.00,2033,39,2340,25,3A,3241.97
7105,Ajmer - Hyderabad Special,AJMER JN,AII,HYDERABAD DECCAN,HYB,22.45.00,14.00.00,2033,39,2340,25,2A,5396.62
55138,Shahganj Ballia Passenger,SHAHGANJ JN,SHG,BALLIA,BUI,6.15.00,10.45.00,168,4,240,2,SL,120.8
55138,Shahganj Ballia Passenger,SHAHGANJ JN,SHG,BALLIA,BUI,6.15.00,10.45.00,168,4,240,2,3A,304.6
55138,Shahganj Ballia Passenger,SHAHGANJ JN,SHG,BALLIA,BUI,6.15.00,10.45.00,168,4,240,2,2A,501
56393,Kottayam Kollam Passenger,KOTTAYAM,KTYM,KOLLAM JN,QLN,17.45.00,20.15.00,96,2,120,1,SL,77.6
56393,Kottayam Kollam Passenger,KOTTAYAM,KTYM,KOLLAM JN,QLN,17.45.00,20.15.00,96,2,120,1,3A,191.2
56393,Kottayam Kollam Passenger,KOTTAYAM,KTYM,KOLLAM JN,QLN,17.45.00,20.15.00,96,2,120,1,2A,312
7144,Shahu Maharaj T. Kolhapur - Hyderabad Special,C SHAHU M RAJ KOLHAPUR TERM,KOP,HYDERABAD DECCAN,HYB,7.30.00,6.45.00,998,23,1380,12,SL,618.8
7144,Shahu Maharaj T. Kolhapur - Hyderabad Special,C SHAHU M RAJ KOLHAPUR TERM,KOP,HYDERABAD DECCAN,HYB,7.30.00,6.45.00,998,23,1380,12,3A,1611.85
7144,Shahu Maharaj T. Kolhapur - Hyderabad Special,C SHAHU M RAJ KOLHAPUR TERM,KOP,HYDERABAD DECCAN,HYB,7.30.00,6.45.00,998,23,1380,12,2A,2679.75
7301,Mysore Shimoga Express,MYSORE JN,MYS,Shimoga Town,SMET,22.15.00,6.10.00,276,7,420,3,SL,185.6
7301,Mysore Shimoga Express,MYSORE JN,MYS,Shimoga Town,SMET,22.15.00,6.10.00,276,7,420,3,3A,474.7
7301,Mysore Shimoga Express,MYSORE JN,MYS,Shimoga Town,SMET,22.15.00,6.10.00,276,7,420,3,2A,784.5
7403,Adilabad-Nanded Special,ADILABAD,ADB,HUZUR SAHIB NANDED,NED,7.30.00,12.15.00,185,4,240,2,SL,131
7403,Adilabad-Nanded Special,ADILABAD,ADB,HUZUR SAHIB NANDED,NED,7.30.00,12.15.00,185,4,240,2,3A,331.38
7403,Adilabad-Nanded Special,ADILABAD,ADB,HUZUR SAHIB NANDED,NED,7.30.00,12.15.00,185,4,240,2,2A,545.62
7404,Nanded-Adilabad Special,HUZUR SAHIB NANDED,NED,ADILABAD,ADB,15.00.00,19.30.00,185,4,240,2,SL,131
7404,Nanded-Adilabad Special,HUZUR SAHIB NANDED,NED,ADILABAD,ADB,15.00.00,19.30.00,185,4,240,2,3A,331.38
7404,Nanded-Adilabad Special,HUZUR SAHIB NANDED,NED,ADILABAD,ADB,15.00.00,19.30.00,185,4,240,2,2A,545.62
7603,Kacheguda Kamareddi Special,KACHEGUDA,KCG,KAMAREDDI,KMC,9.10.00,12.30.00,114,3,180,1,SL,88.4
7603,Kacheguda Kamareddi Special,KACHEGUDA,KCG,KAMAREDDI,KMC,9.10.00,12.30.00,114,3,180,1,3A,219.55
7603,Kacheguda Kamareddi Special,KACHEGUDA,KCG,KAMAREDDI,KMC,9.10.00,12.30.00,114,3,180,1,2A,359.25
7605,Kamareddi-Nizamabad Passenger Special,KAMAREDDI,KMC,NIZAMABAD,NZB,12.45.00,13.40.00,52,0,0,1,SL,51.2
7605,Kamareddi-Nizamabad Passenger Special,KAMAREDDI,KMC,NIZAMABAD,NZB,12.45.00,13.40.00,52,0,0,1,3A,121.9
7605,Kamareddi-Nizamabad Passenger Special,KAMAREDDI,KMC,NIZAMABAD,NZB,12.45.00,13.40.00,52,0,0,1,2A,196.5
7606,Nizamabad-Kamareddi Special,NIZAMABAD,NZB,KAMAREDDI,KMC,14.20.00,15.15.00,52,0,0,1,SL,51.2
7606,Nizamabad-Kamareddi Special,NIZAMABAD,NZB,KAMAREDDI,KMC,14.20.00,15.15.00,52,0,0,1,3A,121.9
7606,Nizamabad-Kamareddi Special,NIZAMABAD,NZB,KAMAREDDI,KMC,14.20.00,15.15.00,52,0,0,1,2A,196.5
7607,Secunderabad - Mancherial Special,SECUNDERABAD JN,SC,MANCHIRYAL,MCI,5.30.00,9.35.00,239,4,240,3,SL,163.4
7607,Secunderabad - Mancherial Special,SECUNDERABAD JN,SC,MANCHIRYAL,MCI,5.30.00,9.35.00,239,4,240,3,3A,416.43
7607,Secunderabad - Mancherial Special,SECUNDERABAD JN,SC,MANCHIRYAL,MCI,5.30.00,9.35.00,239,4,240,3,2A,687.38
7608,Mancherial - Secunderabad Special,MANCHIRYAL,MCI,SECUNDERABAD JN,SC,10.30.00,14.30.00,239,4,240,3,SL,163.4
7608,Mancherial - Secunderabad Special,MANCHIRYAL,MCI,SECUNDERABAD JN,SC,10.30.00,14.30.00,239,4,240,3,3A,416.43
7608,Mancherial - Secunderabad Special,MANCHIRYAL,MCI,SECUNDERABAD JN,SC,10.30.00,14.30.00,239,4,240,3,2A,687.38
8004,Mysore - Howrah Special,MYSORE JN,MYS,HOWRAH JN,HWH,0.30.00,14.50.00,2111,38,2280,26,SL,1286.6
8004,Mysore - Howrah Special,MYSORE JN,MYS,HOWRAH JN,HWH,0.30.00,14.50.00,2111,38,2280,26,3A,3364.82
8004,Mysore - Howrah Special,MYSORE JN,MYS,HOWRAH JN,HWH,0.30.00,14.50.00,2111,38,2280,26,2A,5601.38
8043,Kolkata Shalimar-Haridwar Puja Special,KOLKATA SHALIMAR,SHM,HARIDWAR JN,HW,17.20.00,23.05.00,1595,29,1740,20,SL,977
8043,Kolkata Shalimar-Haridwar Puja Special,KOLKATA SHALIMAR,SHM,HARIDWAR JN,HW,17.20.00,23.05.00,1595,29,1740,20,3A,2552.12
8043,Kolkata Shalimar-Haridwar Puja Special,KOLKATA SHALIMAR,SHM,HARIDWAR JN,HW,17.20.00,23.05.00,1595,29,1740,20,2A,4246.88
8055,Shalimar-Tirupati Special,KOLKATA SHALIMAR,SHM,TIRUPATI MAIN,TPTY,15.50.00,18.00.00,1616,26,1560,20,SL,989.6
8055,Shalimar-Tirupati Special,KOLKATA SHALIMAR,SHM,TIRUPATI MAIN,TPTY,15.50.00,18.00.00,1616,26,1560,20,3A,2585.2
8055,Shalimar-Tirupati Special,KOLKATA SHALIMAR,SHM,TIRUPATI MAIN,TPTY,15.50.00,18.00.00,1616,26,1560,20,2A,4302
8113,Tatanagar Bilaspur Passenger,TATANAGAR JN,TATA,BILASPUR JN,BSP,16.30.00,6.45.00,470,14,840,6,SL,302
8113,Tatanagar Bilaspur Passenger,TATANAGAR JN,TATA,BILASPUR JN,BSP,16.30.00,6.45.00,470,14,840,6,3A,780.25
8113,Tatanagar Bilaspur Passenger,TATANAGAR JN,TATA,BILASPUR JN,BSP,16.30.00,6.45.00,470,14,840,6,2A,1293.75
8114,Bilaspur Tatanagar Passenger,BILASPUR JN,BSP,TATANAGAR JN,TATA,18.50.00,12.30.00,470,17,1020,6,SL,302
8114,Bilaspur Tatanagar Passenger,BILASPUR JN,BSP,TATANAGAR JN,TATA,18.50.00,12.30.00,470,17,1020,6,3A,780.25
8114,Bilaspur Tatanagar Passenger,BILASPUR JN,BSP,TATANAGAR JN,TATA,18.50.00,12.30.00,470,17,1020,6,2A,1293.75
8469,Puri-Bangalore weekly Garib Rath special,PURI,PURI,BANGALORE CITY JN,SBC,14.30.00,22.45.00,1529,32,1920,19,SL,937.4
8469,Puri-Bangalore weekly Garib Rath special,PURI,PURI,BANGALORE CITY JN,SBC,14.30.00,22.45.00,1529,32,1920,19,3A,2448.18
8469,Puri-Bangalore weekly Garib Rath special,PURI,PURI,BANGALORE CITY JN,SBC,14.30.00,22.45.00,1529,32,1920,19,2A,4073.62
8470,Bangalore-Puri Garib Rath Special,BANGALORE CITY JN,SBC,PURI,PURI,23.55.00,5.50.00,1529,29,1740,19,SL,937.4
8470,Bangalore-Puri Garib Rath Special,BANGALORE CITY JN,SBC,PURI,PURI,23.55.00,5.50.00,1529,29,1740,19,3A,2448.18
8470,Bangalore-Puri Garib Rath Special,BANGALORE CITY JN,SBC,PURI,PURI,23.55.00,5.50.00,1529,29,1740,19,2A,4073.62
8471,Bhubaneswar - Tirupati Weekly Special,BHUBANESWAR,BBS,TIRUPATI MAIN,TPTY,11.45.00,9.45.00,1205,22,1320,15,SL,743
8471,Bhubaneswar - Tirupati Weekly Special,BHUBANESWAR,BBS,TIRUPATI MAIN,TPTY,11.45.00,9.45.00,1205,22,1320,15,3A,1937.88
8471,Bhubaneswar - Tirupati Weekly Special,BHUBANESWAR,BBS,TIRUPATI MAIN,TPTY,11.45.00,9.45.00,1205,22,1320,15,2A,3223.12
8472,Tirupati - Bhubaneswar Weekly Special,TIRUPATI MAIN,TPTY,BHUBANESWAR,BBS,14.00.00,14.00.00,1205,24,1440,15,SL,743
8472,Tirupati - Bhubaneswar Weekly Special,TIRUPATI MAIN,TPTY,BHUBANESWAR,BBS,14.00.00,14.00.00,1205,24,1440,15,3A,1937.88
8472,Tirupati - Bhubaneswar Weekly Special,TIRUPATI MAIN,TPTY,BHUBANESWAR,BBS,14.00.00,14.00.00,1205,24,1440,15,2A,3223.12
8565,Visakhapatnam-Secunderabad Special,VISHAKAPATNAM,VSKP,SECUNDERABAD JN,SC,19.40.00,9.00.00,701,13,780,9,SL,440.6
8565,Visakhapatnam-Secunderabad Special,VISHAKAPATNAM,VSKP,SECUNDERABAD JN,SC,19.40.00,9.00.00,701,13,780,9,3A,1144.08
8565,Visakhapatnam-Secunderabad Special,VISHAKAPATNAM,VSKP,SECUNDERABAD JN,SC,19.40.00,9.00.00,701,13,780,9,2A,1900.12
8566,Secunderabad Vishakaptnam Special,SECUNDERABAD JN,SC,VISHAKAPATNAM,VSKP,21.30.00,10.15.00,701,12,720,9,SL,440.6
8566,Secunderabad Vishakaptnam Special,SECUNDERABAD JN,SC,VISHAKAPATNAM,VSKP,21.30.00,10.15.00,701,12,720,9,3A,1144.08
8566,Secunderabad Vishakaptnam Special,SECUNDERABAD JN,SC,VISHAKAPATNAM,VSKP,21.30.00,10.15.00,701,12,720,9,2A,1900.12
8567,Visakhapatnam Sainagar Shirdi special,VISHAKAPATNAM,VSKP,SAINAGAR SHIRDI,SNSI,5.30.00,11.00.00,1403,29,1740,18,SL,861.8
8567,Visakhapatnam Sainagar Shirdi special,VISHAKAPATNAM,VSKP,SAINAGAR SHIRDI,SNSI,5.30.00,11.00.00,1403,29,1740,18,3A,2249.72
8567,Visakhapatnam Sainagar Shirdi special,VISHAKAPATNAM,VSKP,SAINAGAR SHIRDI,SNSI,5.30.00,11.00.00,1403,29,1740,18,2A,3742.88
8568,Shirdi-Visakhapatnam Weekly Special,SAINAGAR SHIRDI,SNSI,VISHAKAPATNAM,VSKP,18.20.00,22.45.00,1405,28,1680,18,SL,863
8568,Shirdi-Visakhapatnam Weekly Special,SAINAGAR SHIRDI,SNSI,VISHAKAPATNAM,VSKP,18.20.00,22.45.00,1405,28,1680,18,3A,2252.88
8568,Shirdi-Visakhapatnam Weekly Special,SAINAGAR SHIRDI,SNSI,VISHAKAPATNAM,VSKP,18.20.00,22.45.00,1405,28,1680,18,2A,3748.12
8569,Visakhapatnam-Kollam Sabarimalai Special,VISHAKAPATNAM,VSKP,KOLLAM JN,QLN,9.00.00,15.30.00,1568,30,1800,20,SL,960.8
8569,Visakhapatnam-Kollam Sabarimalai Special,VISHAKAPATNAM,VSKP,KOLLAM JN,QLN,9.00.00,15.30.00,1568,30,1800,20,3A,2509.6
8569,Visakhapatnam-Kollam Sabarimalai Special,VISHAKAPATNAM,VSKP,KOLLAM JN,QLN,9.00.00,15.30.00,1568,30,1800,20,2A,4176
8786,Dalli Rajhara Durg Pass,Dalli Rajhara,DRZ,DURG,DURG,18.05.00,20.10.00,88,2,120,1,SL,72.8
8786,Dalli Rajhara Durg Pass,Dalli Rajhara,DRZ,DURG,DURG,18.05.00,20.10.00,88,2,120,1,3A,178.6
8786,Dalli Rajhara Durg Pass,Dalli Rajhara,DRZ,DURG,DURG,18.05.00,20.10.00,88,2,120,1,2A,291
9002,Ahmedabad Mumbai Central Superfast Special,AHMEDABAD JN,ADI,Mumbai Central,BCT,21.40.00,5.45.00,491,8,480,6,SL,344.6
9002,Ahmedabad Mumbai Central Superfast Special,AHMEDABAD JN,ADI,Mumbai Central,BCT,21.40.00,5.45.00,491,8,480,6,3A,843.33
9002,Ahmedabad Mumbai Central Superfast Special,AHMEDABAD JN,ADI,Mumbai Central,BCT,21.40.00,5.45.00,491,8,480,6,2A,1378.88
9021,BANDRA TERMINUS - JAMMU TAWI AC Suvidha Special (Starts 4 April),MUMBAI BANDRA TERMINUS,BDTS,JAMMU TAWI,JAT,16.55.00,1.40.00,1955,32,1920,24,SL,1193
9021,BANDRA TERMINUS - JAMMU TAWI AC Suvidha Special (Starts 4 April),MUMBAI BANDRA TERMINUS,BDTS,JAMMU TAWI,JAT,16.55.00,1.40.00,1955,32,1920,24,3A,3119.12
9021,BANDRA TERMINUS - JAMMU TAWI AC Suvidha Special (Starts 4 April),MUMBAI BANDRA TERMINUS,BDTS,JAMMU TAWI,JAT,16.55.00,1.40.00,1955,32,1920,24,2A,5191.88
9051,Valsad-Varanasi Weekly Special,VALSAD,BL,VARANASI JN,BSB,19.40.00,1.10.00,1467,29,1740,18,SL,900.2
9051,Valsad-Varanasi Weekly Special,VALSAD,BL,VARANASI JN,BSB,19.40.00,1.10.00,1467,29,1740,18,3A,2350.53
9051,Valsad-Varanasi Weekly Special,VALSAD,BL,VARANASI JN,BSB,19.40.00,1.10.00,1467,29,1740,18,2A,3910.88
9221,Porbandar Secunderabad Weekly Special,PORBANDAR,PBR,SECUNDERABAD JN,SC,23.50.00,10.30.00,1694,34,2040,21,SL,1036.4
9221,Porbandar Secunderabad Weekly Special,PORBANDAR,PBR,SECUNDERABAD JN,SC,23.50.00,10.30.00,1694,34,2040,21,3A,2708.05
9221,Porbandar Secunderabad Weekly Special,PORBANDAR,PBR,SECUNDERABAD JN,SC,23.50.00,10.30.00,1694,34,2040,21,2A,4506.75
9561,Bandra Terminus Okha Weekly Special,MUMBAI BANDRA TERMINUS,BDTS,OKHA,OKHA,23.55.00,20.15.00,980,20,1200,12,SL,608
9561,Bandra Terminus Okha Weekly Special,MUMBAI BANDRA TERMINUS,BDTS,OKHA,OKHA,23.55.00,20.15.00,980,20,1200,12,3A,1583.5
9561,Bandra Terminus Okha Weekly Special,MUMBAI BANDRA TERMINUS,BDTS,OKHA,OKHA,23.55.00,20.15.00,980,20,1200,12,2A,2632.5
9733,Hanumangarh Kota Special,HANUMANGARH JN,HMH,KOTA JN,KOTA,18.25.00,9.30.00,852,15,900,11,SL,531.2
9733,Hanumangarh Kota Special,HANUMANGARH JN,HMH,KOTA JN,KOTA,18.25.00,9.30.00,852,15,900,11,3A,1381.9
9733,Hanumangarh Kota Special,HANUMANGARH JN,HMH,KOTA JN,KOTA,18.25.00,9.30.00,852,15,900,11,2A,2296.5
9734,Kota Hanumangarh Special,KOTA JN,KOTA,HANUMANGARH JN,HMH,16.40.00,8.45.00,852,16,960,11,SL,531.2
